,sentence,verb,embedded
916,I don't believe Agent[03] is the BODYGUARD.,NOT ESTIMATE,"[-0.00481296  0.02570843  0.00100597 ... -0.0179553   0.04578536
  0.00969141]"
917,I don't believe Agent[03] is the WEREWOLF.,NOT ESTIMATE,"[-0.00089094  0.02355665  0.00528418 ...  0.0159187   0.03082909
  0.03274488]"
918,I don't believe Agent[03] is the POSSESSED.,NOT ESTIMATE,"[-0.01414253  0.02844531 -0.02561413 ...  0.01002931  0.04978596
  0.00595615]"
919,I don't believe Agent[04] is the VILLAGER.,NOT ESTIMATE,"[-0.0265581   0.02352515 -0.02819326 ... -0.00987687  0.0253713
  0.03858441]"
920,I don't believe Agent[04] is the SEER.,NOT ESTIMATE,"[-0.01687044  0.00994733 -0.02023563 ... -0.01821948  0.02090274
  0.01735965]"
921,I don't believe Agent[04] is the MEDIUM.,NOT ESTIMATE,"[ 0.00046237  0.03163393  0.02022022 ... -0.03986107  0.03189465
  0.02473936]"
922,I don't believe Agent[04] is the BODYGUARD.,NOT ESTIMATE,"[-0.00592933  0.03560817 -0.00867015 ... -0.02505712  0.04454886
  0.00342361]"
923,I don't believe Agent[04] is the WEREWOLF.,NOT ESTIMATE,"[ 0.00019576  0.03589176 -0.00141374 ...  0.00978525  0.02886837
  0.02906833]"
924,I don't believe Agent[04] is the POSSESSED.,NOT ESTIMATE,"[-0.01315915  0.03666999 -0.03116151 ...  0.00477335  0.04747407
  0.00206734]"
925,Agent[00]'s behavior doesn't looks like the VILLAGER.,NOT ESTIMATE,"[-0.03088236  0.02590037 -0.0327131  ... -0.01146459 -0.01454082
  0.0394658 ]"
926,Agent[00]'s behavior doesn't looks like the SEER.,NOT ESTIMATE,"[-0.03081899  0.0133538  -0.01047582 ... -0.01474345 -0.01596864
  0.01838614]"
927,Agent[00]'s behavior doesn't looks like the MEDIUM.,NOT ESTIMATE,"[-0.01633803  0.01913064  0.02553482 ... -0.02851579 -0.00450422
  0.02171852]"
928,Agent[00]'s behavior doesn't looks like the BODYGUARD.,NOT ESTIMATE,"[-0.02128131  0.03032258  0.0010763  ... -0.01922183  0.00609446
  0.00575121]"
929,Agent[00]'s behavior doesn't looks like the WEREWOLF.,NOT ESTIMATE,"[-0.02725117  0.02953944 -0.00214896 ...  0.00785291 -0.00705425
  0.02699857]"
930,Agent[00]'s behavior doesn't looks like the POSSESSED.,NOT ESTIMATE,"[-0.04207683  0.03974251 -0.02536725 ...  0.00029294  0.00720979
  0.0104084 ]"
931,Agent[01]'s behavior doesn't looks like the VILLAGER.,NOT ESTIMATE,"[-0.02629741  0.01770398 -0.03172724 ... -0.00684052 -0.02076111
  0.03507335]"
932,Agent[01]'s behavior doesn't looks like the SEER.,NOT ESTIMATE,"[-0.03175784  0.00799014 -0.0137927  ... -0.00955269 -0.0242238
  0.0158198 ]"
933,Agent[01]'s behavior doesn't looks like the MEDIUM.,NOT ESTIMATE,"[-0.01524248  0.01594659  0.02120345 ... -0.02197157 -0.00988161
  0.01937915]"
934,Agent[01]'s behavior doesn't looks like the BODYGUARD.,NOT ESTIMATE,"[-0.02352145  0.02425385 -0.00050749 ... -0.01392977 -0.00233278
  0.00331519]"
935,Agent[01]'s behavior doesn't looks like the WEREWOLF.,NOT ESTIMATE,"[-0.02703891  0.02403135 -0.0025057  ...  0.01251937 -0.01306686
  0.02496574]"
936,Agent[01]'s behavior doesn't looks like the POSSESSED.,NOT ESTIMATE,"[-0.04077428  0.02821011 -0.02912872 ...  0.00597465  0.0017298
  0.00951943]"
937,Agent[02]'s behavior doesn't looks like the VILLAGER.,NOT ESTIMATE,"[-0.02018486  0.01812703 -0.04024867 ... -0.00487977 -0.02066905
  0.03834215]"
938,Agent[02]'s behavior doesn't looks like the SEER.,NOT ESTIMATE,"[-0.02535014  0.0072459  -0.02230543 ... -0.00662771 -0.02523239
  0.01821779]"
939,Agent[02]'s behavior doesn't looks like the MEDIUM.,NOT ESTIMATE,"[-0.00966073  0.01265037  0.01940382 ... -0.0207545  -0.01039372
  0.0212816 ]"
940,Agent[02]'s behavior doesn't looks like the BODYGUARD.,NOT ESTIMATE,"[-0.01748021  0.02378317 -0.00967154 ... -0.0121367  -0.00281882
  0.00562364]"
941,Agent[02]'s behavior doesn't looks like the WEREWOLF.,NOT ESTIMATE,"[-0.01780588  0.02324777 -0.01246557 ...  0.01439563 -0.01687713
  0.02781897]"
942,Agent[02]'s behavior doesn't looks like the POSSESSED.,NOT ESTIMATE,"[-0.03480069  0.03406266 -0.03562387 ...  0.00583323  0.00188054
  0.01384505]"
943,Agent[03]'s behavior doesn't looks like the VILLAGER.,NOT ESTIMATE,"[-0.02251889  0.01907166 -0.02975657 ...  0.00118732 -0.01512451
  0.04047132]"
944,Agent[03]'s behavior doesn't looks like the SEER.,NOT ESTIMATE,"[-0.02822175  0.0095657  -0.01607906 ... -0.00315451 -0.02043241
  0.02059921]"
945,Agent[03]'s behavior doesn't looks like the MEDIUM.,NOT ESTIMATE,"[-0.00974387  0.01415957  0.02934567 ... -0.01618004 -0.00545038
  0.02302356]"
946,Agent[03]'s behavior doesn't looks like the BODYGUARD.,NOT ESTIMATE,"[-0.01715534  0.02153933  0.00642092 ... -0.00566676  0.00597336
  0.00903581]"
947,Agent[03]'s behavior doesn't looks like the WEREWOLF.,NOT ESTIMATE,"[-0.01979939  0.02318292 -0.00011285 ...  0.02170621 -0.01109684
  0.03076719]"
948,Agent[03]'s behavior doesn't looks like the POSSESSED.,NOT ESTIMATE,"[-0.03478248  0.03349527 -0.01789493 ...  0.01281607  0.00632409
  0.01572627]"
949,Agent[04]'s behavior doesn't looks like the VILLAGER.,NOT ESTIMATE,"[-0.01894349  0.02635941 -0.03797668 ... -0.00823825 -0.01335912
  0.03483688]"
950,Agent[04]'s behavior doesn't looks like the SEER.,NOT ESTIMATE,"[-0.02621745  0.01576208 -0.02190887 ... -0.01172798 -0.01771674
  0.01643582]"
951,Agent[04]'s behavior doesn't looks like the MEDIUM.,NOT ESTIMATE,"[-0.00850049  0.0188936   0.02290726 ... -0.02447357 -0.0032815
  0.01882833]"
952,Agent[04]'s behavior doesn't looks like the BODYGUARD.,NOT ESTIMATE,"[-0.01357423  0.0299124  -0.00318486 ... -0.01547532  0.00740795
  0.00235883]"
953,Agent[04]'s behavior doesn't looks like the WEREWOLF.,NOT ESTIMATE,"[-0.01709288  0.03239696 -0.00944083 ...  0.01108766 -0.00978865
  0.02512823]"
954,Agent[04]'s behavior doesn't looks like the POSSESSED.,NOT ESTIMATE,"[-0.03369766  0.0389485  -0.03193777 ...  0.00209348  0.00949189
  0.01129506]"
955,"Anya, I think Agent[00] is not the VILLAGER.",NOT ESTIMATE,"[-0.01306481  0.0067291  -0.02338277 ... -0.01508699  0.029401
  0.03406651]"
956,"Anya, I think Agent[00] is not the SEER.",NOT ESTIMATE,"[-0.00091441 -0.00494655 -0.01145197 ... -0.02167205  0.01978621
  0.01129228]"
957,"Anya, I think Agent[00] is not the MEDIUM.",NOT ESTIMATE,"[ 0.00209944  0.0118755   0.02706032 ... -0.04018047  0.02613781
  0.024366  ]"
958,"Anya, I think Agent[00] is not the BODYGUARD.",NOT ESTIMATE,"[ 0.00931853  0.01525943  0.00040134 ... -0.02202804  0.03874266
  0.00461254]"
959,"Anya, I think Agent[00] is not the WEREWOLF.",NOT ESTIMATE,[0.0104735  0.01439635 0.00423718 ... 0.00834863 0.03201145 0.02123619]
960,"Anya, I think Agent[00] is not the POSSESSED.",NOT ESTIMATE,"[-0.00154455  0.02182521 -0.0229534  ...  0.00104761  0.03956742
  0.00228661]"
961,"Anya, I think Agent[01] is not the VILLAGER.",NOT ESTIMATE,"[-0.01601389  0.01281521 -0.02342066 ... -0.00963698  0.02523484
  0.02684441]"
962,"Anya, I think Agent[01] is not the SEER.",NOT ESTIMATE,"[-0.00530578  0.00292268  0.00016335 ... -0.01837539  0.01964938
  0.00597275]"
963,"Anya, I think Agent[01] is not the MEDIUM.",NOT ESTIMATE,"[ 0.0019314   0.02198939  0.02409247 ... -0.03456498  0.02271903
  0.01590905]"
964,"Anya, I think Agent[01] is not the BODYGUARD.",NOT ESTIMATE,"[ 0.00586715  0.02218586 -0.00651505 ... -0.01912303  0.03327224
 -0.00279287]"
965,"Anya, I think Agent[01] is not the WEREWOLF.",NOT ESTIMATE,"[ 0.0073751   0.02077768 -0.00300762 ...  0.01231225  0.02744222
  0.0185725 ]"
966,"Anya, I think Agent[01] is not the POSSESSED.",NOT ESTIMATE,"[-0.0040201   0.02698352 -0.02474939 ...  0.00304183  0.03737826
  0.00031334]"
967,"Anya, I think Agent[02] is not the VILLAGER.",NOT ESTIMATE,"[-0.01397128  0.01414677 -0.02931944 ... -0.00780907  0.02668717
  0.02950842]"
968,"Anya, I think Agent[02] is not the SEER.",NOT ESTIMATE,"[-0.00354524  0.00493426 -0.00801404 ... -0.01775011  0.02059071
  0.00872787]"
969,"Anya, I think Agent[02] is not the MEDIUM.",NOT ESTIMATE,"[ 0.0047014   0.02499892  0.01762057 ... -0.03318141  0.02439228
  0.01951101]"
970,"Anya, I think Agent[02] is not the BODYGUARD.",NOT ESTIMATE,"[ 0.00628092  0.0239922  -0.01121822 ... -0.01937633  0.03327535
  0.00086467]"
971,"Anya, I think Agent[02] is not the WEREWOLF.",NOT ESTIMATE,"[ 0.00976487  0.02237481 -0.01069314 ...  0.01259789  0.02910172
  0.02127777]"
972,"Anya, I think Agent[02] is not the POSSESSED.",NOT ESTIMATE,"[-0.00341938  0.0289626  -0.03088641 ...  0.00401892  0.03792282
  0.00220547]"
973,"Anya, I think Agent[03] is not the VILLAGER.",NOT ESTIMATE,"[-0.01665928  0.01209464 -0.02461576 ... -0.00580409  0.03275881
  0.03049315]"
974,"Anya, I think Agent[03] is not the SEER.",NOT ESTIMATE,"[-0.00557217  0.00399687 -0.00353893 ... -0.01540132  0.02592286
  0.01086591]"
975,"Anya, I think Agent[03] is not the MEDIUM.",NOT ESTIMATE,"[ 0.00299249  0.02265993  0.02177379 ... -0.03246376  0.02965061
  0.01986085]"
976,"Anya, I think Agent[03] is not the BODYGUARD.",NOT ESTIMATE,"[ 0.00043782  0.02220638 -0.00227795 ... -0.01641786  0.04069889
  0.00304793]"
977,"Anya, I think Agent[03] is not the WEREWOLF.",NOT ESTIMATE,"[ 0.00722163  0.01966919 -0.00372768 ...  0.01470695  0.03478367
  0.02179073]"
978,"Anya, I think Agent[03] is not the POSSESSED.",NOT ESTIMATE,"[-0.00424398  0.02659821 -0.02516399 ...  0.0052023   0.04289613
  0.0030086 ]"
979,"Anya, I think Agent[04] is not the VILLAGER.",NOT ESTIMATE,"[-0.01434053  0.01858022 -0.02923927 ... -0.01008755  0.03181764
  0.02712606]"
980,"Anya, I think Agent[04] is not the SEER.",NOT ESTIMATE,"[-0.00391219  0.00874146 -0.00775887 ... -0.01869115  0.02604242
  0.00650333]"
981,"Anya, I think Agent[04] is not the MEDIUM.",NOT ESTIMATE,"[ 0.00465838  0.02808269  0.01803424 ... -0.03269577  0.03032652
  0.01703079]"
982,"Anya, I think Agent[04] is not the BODYGUARD.",NOT ESTIMATE,"[ 0.00333903  0.02726978 -0.00867387 ... -0.01791797  0.03963749
 -0.00091712]"
983,"Anya, I think Agent[04] is not the WEREWOLF.",NOT ESTIMATE,"[ 0.00885544  0.02781441 -0.01001438 ...  0.0116666   0.03347239
  0.01873313]"
984,"Anya, I think Agent[04] is not the POSSESSED.",NOT ESTIMATE,"[-0.00290035  0.03376134 -0.0307893  ...  0.00425601  0.04275567
 -0.00059962]"
985,Agent[00] is not definitely the VILLAGER.,NOT ESTIMATE,"[-0.05079057  0.03534062 -0.01802495 ... -0.01699187  0.00595178
  0.04915615]"
986,Agent[00] is not definitely the SEER.,NOT ESTIMATE,"[-0.040471    0.01705402  0.00792947 ... -0.01850749  0.00882578
  0.02361077]"
987,Agent[00] is not definitely the MEDIUM.,NOT ESTIMATE,"[-0.03372046  0.02690943  0.02630698 ... -0.0389919   0.0113043
  0.03308454]"
988,Agent[00] is not definitely the BODYGUARD.,NOT ESTIMATE,"[-0.03290726  0.03577777  0.0074574  ... -0.01895422  0.02345234
  0.01460407]"
989,Agent[00] is not definitely the WEREWOLF.,NOT ESTIMATE,"[-0.0420774   0.04089681  0.00462397 ...  0.00284174  0.00880144
  0.03517549]"
990,Agent[00] is not definitely the POSSESSED.,NOT ESTIMATE,"[-0.05200781  0.05552852 -0.02130961 ... -0.00105776  0.02751719
  0.01947204]"
991,Agent[01] is not definitely the VILLAGER.,NOT ESTIMATE,"[-0.05383266  0.03688199 -0.0169055  ... -0.00765866 -0.001066
  0.04175945]"
992,Agent[01] is not definitely the SEER.,NOT ESTIMATE,"[-0.04432086  0.02033925  0.01448083 ... -0.01054837  0.00428704
  0.01848583]"
993,Agent[01] is not definitely the MEDIUM.,NOT ESTIMATE,"[-0.03444169  0.03202617  0.02509182 ... -0.02806603  0.00799011
  0.02545333]"
994,Agent[01] is not definitely the BODYGUARD.,NOT ESTIMATE,"[-0.0393521   0.03903683 -0.0008164  ... -0.01100598  0.01682424
  0.00861992]"
995,Agent[01] is not definitely the WEREWOLF.,NOT ESTIMATE,"[-0.04607227  0.04212742  0.00186939 ...  0.01109856  0.00528433
  0.03041064]"
996,Agent[01] is not definitely the POSSESSED.,NOT ESTIMATE,"[-0.05399663  0.05536892 -0.0270729  ...  0.00923313  0.02112133
  0.01273097]"
997,Agent[02] is not definitely the VILLAGER.,NOT ESTIMATE,"[-0.04468117  0.03557054 -0.02915101 ... -0.00533709  0.00041766
  0.04435042]"
998,Agent[02] is not definitely the SEER.,NOT ESTIMATE,"[-0.03864576  0.02108972  0.00315221 ... -0.01055289  0.00607153
  0.02226227]"
999,Agent[02] is not definitely the MEDIUM.,NOT ESTIMATE,"[-0.02815669  0.02825737  0.01773637 ... -0.02411273  0.01025253
  0.02824059]"
1000,Agent[02] is not definitely the BODYGUARD.,NOT ESTIMATE,"[-0.03060985  0.03778713 -0.01380138 ... -0.00963118  0.01706378
  0.0110638 ]"
1001,Agent[02] is not definitely the WEREWOLF.,NOT ESTIMATE,"[-0.03782591  0.04203206 -0.01033153 ...  0.01164044  0.00420247
  0.03450217]"
1002,Agent[02] is not definitely the POSSESSED.,NOT ESTIMATE,"[-0.04461744  0.05305615 -0.03629843 ...  0.00933645  0.0204534
  0.01864297]"
1003,Agent[03] is not definitely the VILLAGER.,NOT ESTIMATE,"[-0.04577648  0.03555454 -0.01742173 ...  0.00146848  0.00982935
  0.0467246 ]"
1004,Agent[03] is not definitely the SEER.,NOT ESTIMATE,"[-0.03884544  0.02215605  0.01274214 ... -0.0046346   0.01402841
  0.02495369]"
1005,Agent[03] is not definitely the MEDIUM.,NOT ESTIMATE,"[-0.0274858   0.02965266  0.03006936 ... -0.01920172  0.02065185
  0.03000269]"
1006,Agent[03] is not definitely the BODYGUARD.,NOT ESTIMATE,"[-0.03141166  0.03815478  0.00100883 ... -0.00349448  0.02766081
  0.01398493]"
1007,Agent[03] is not definitely the WEREWOLF.,NOT ESTIMATE,"[-0.03871159  0.04174094  0.00397966 ...  0.02009857  0.01507393
  0.03713866]"
1008,Agent[03] is not definitely the POSSESSED.,NOT ESTIMATE,"[-0.04349876  0.05401071 -0.0215421  ...  0.01493882  0.03144703
  0.02071299]"
1009,Agent[04] is not definitely the VILLAGER.,NOT ESTIMATE,"[-0.04177471  0.04449465 -0.02496726 ... -0.01116801  0.01011108
  0.04198166]"
1010,Agent[04] is not definitely the SEER.,NOT ESTIMATE,"[-0.03591177  0.02852096  0.00744214 ... -0.01538963  0.0146237
  0.02045108]"
1011,Agent[04] is not definitely the MEDIUM.,NOT ESTIMATE,"[-0.02494883  0.03705074  0.02516405 ... -0.02965053  0.01920414
  0.02569381]"
1012,Agent[04] is not definitely the BODYGUARD.,NOT ESTIMATE,"[-0.02603629  0.04669537 -0.00713247 ... -0.01436245  0.02749901
  0.00828174]"
1013,Agent[04] is not definitely the WEREWOLF.,NOT ESTIMATE,"[-0.0346364   0.05313604 -0.00363437 ...  0.00850061  0.01413407
  0.03230233]"
1014,Agent[04] is not definitely the POSSESSED.,NOT ESTIMATE,"[-0.03902828  0.06350563 -0.02739343 ...  0.00298419  0.03148772
  0.01525785]"
1015,I don't guess Agent[00] is the VILLAGER.,NOT ESTIMATE,"[-0.02934369  0.01676981 -0.02732909 ... -0.02627316  0.00314521
  0.04954526]"
1016,I don't guess Agent[00] is the SEER.,NOT ESTIMATE,"[-1.86918732e-02  1.85572624e-03 -1.79380458e-02 ... -2.50763409e-02
  5.15012107e-05  2.72147525e-02]"
1017,I don't guess Agent[00] is the MEDIUM.,NOT ESTIMATE,"[-0.00523156  0.01764042  0.01980572 ... -0.05272441  0.00867636
  0.03258557]"
1018,I don't guess Agent[00] is the BODYGUARD.,NOT ESTIMATE,"[-0.00733328  0.0283508   0.00493547 ... -0.03522703  0.02739577
  0.01293386]"
1019,I don't guess Agent[00] is the WEREWOLF.,NOT ESTIMATE,"[-0.00894651  0.02497512  0.00777287 ... -0.00341865  0.00456715
  0.03865645]"
1020,I don't guess Agent[00] is the POSSESSED.,NOT ESTIMATE,"[-0.0223522   0.03712785 -0.02393181 ... -0.00484368  0.02608455
  0.01177719]"
1021,I don't guess Agent[01] is the VILLAGER.,NOT ESTIMATE,"[-0.03494091  0.01570424 -0.02491868 ... -0.02152316 -0.00088482
  0.04367614]"
1022,I don't guess Agent[01] is the SEER.,NOT ESTIMATE,"[-0.0254906   0.00130843 -0.01540406 ... -0.02073682 -0.00342439
  0.02366222]"
1023,I don't guess Agent[01] is the MEDIUM.,NOT ESTIMATE,"[-0.0074643   0.01962641  0.02087916 ... -0.04676933  0.0078446
  0.02917117]"
1024,I don't guess Agent[01] is the BODYGUARD.,NOT ESTIMATE,"[-0.01218326  0.02795538  0.00095371 ... -0.03006013  0.022707
  0.00842574]"
1025,I don't guess Agent[01] is the WEREWOLF.,NOT ESTIMATE,"[-0.01200591  0.02190668  0.00354915 ...  0.00046914  0.00303273
  0.03226137]"
1026,I don't guess Agent[01] is the POSSESSED.,NOT ESTIMATE,"[-0.02534657  0.03278802 -0.02667234 ... -0.00124292  0.02343631
  0.00964396]"
1027,I don't guess Agent[02] is the VILLAGER.,NOT ESTIMATE,"[-0.02928097  0.01364756 -0.03196529 ... -0.01716045  0.00140208
  0.0486464 ]"
1028,I don't guess Agent[02] is the SEER.,NOT ESTIMATE,"[-0.02166117  0.00118401 -0.02475562 ... -0.02021206 -0.00069153
  0.02632549]"
1029,I don't guess Agent[02] is the MEDIUM.,NOT ESTIMATE,"[-0.00217957  0.02051188  0.01172738 ... -0.04446694  0.01222032
  0.03254827]"
1030,I don't guess Agent[02] is the BODYGUARD.,NOT ESTIMATE,"[-0.01172191  0.02796077 -0.01092136 ... -0.02918437  0.025097
  0.01086929]"
1031,I don't guess Agent[02] is the WEREWOLF.,NOT ESTIMATE,"[-0.00787266  0.02259222 -0.00605195 ...  0.00337537  0.00607759
  0.03836318]"
1032,I don't guess Agent[02] is the POSSESSED.,NOT ESTIMATE,"[-0.02266378  0.03457417 -0.03144344 ... -0.00100473  0.02471917
  0.01235959]"
1033,I don't guess Agent[03] is the VILLAGER.,NOT ESTIMATE,"[-0.03241435  0.01391422 -0.02610022 ... -0.01172333  0.00974336
  0.05032254]"
1034,I don't guess Agent[03] is the SEER.,NOT ESTIMATE,"[-0.02483222  0.00211021 -0.02158865 ... -0.01543339  0.00646452
  0.02843787]"
1035,I don't guess Agent[03] is the MEDIUM.,NOT ESTIMATE,"[-0.00365653  0.02084387  0.01644792 ... -0.04109768  0.01963424
  0.03336789]"
1036,I don't guess Agent[03] is the BODYGUARD.,NOT ESTIMATE,"[-0.0146799   0.02959343 -0.00305182 ... -0.02442756  0.03314984
  0.01215537]"
1037,I don't guess Agent[03] is the WEREWOLF.,NOT ESTIMATE,"[-0.0080617   0.02068808  0.0017613  ...  0.00707716  0.01301636
  0.04050669]"
1038,I don't guess Agent[03] is the POSSESSED.,NOT ESTIMATE,"[-0.02455001  0.03516038 -0.02411693 ...  0.00294357  0.03253485
  0.0136013 ]"
1039,I don't guess Agent[04] is the VILLAGER.,NOT ESTIMATE,"[-0.02918471  0.02194928 -0.03485427 ... -0.01711666  0.00876081
  0.0458694 ]"
1040,I don't guess Agent[04] is the SEER.,NOT ESTIMATE,"[-0.02141207  0.00772141 -0.0254955  ... -0.02066962  0.00540128
  0.02368394]"
1041,I don't guess Agent[04] is the MEDIUM.,NOT ESTIMATE,"[-0.00084634  0.02350301  0.01420157 ... -0.04154839  0.01739985
  0.0275082 ]"
1042,I don't guess Agent[04] is the BODYGUARD.,NOT ESTIMATE,"[-0.01168606  0.03691148 -0.01146727 ... -0.03021902  0.03166047
  0.00709787]"
1043,I don't guess Agent[04] is the WEREWOLF.,NOT ESTIMATE,"[-0.00572378  0.03153935 -0.00490429 ...  0.00145151  0.0114539
  0.03637403]"
1044,I don't guess Agent[04] is the POSSESSED.,NOT ESTIMATE,"[-0.01995003  0.03904289 -0.03345744 ... -0.00169534  0.03207489
  0.00917314]"
1045,Agent[00] appears to be trustworthy.,NOT SUSPECT,"[-0.06843531  0.00325395 -0.0250984  ... -0.03444686  0.01651125
  0.01664222]"
1046,Agent[01] appears to be trustworthy.,NOT SUSPECT,"[-0.06793695  0.00322142 -0.02505374 ... -0.0256757   0.01039786
  0.01340399]"
1047,Agent[02] appears to be trustworthy.,NOT SUSPECT,"[-0.06198635  0.00355846 -0.03230387 ... -0.02431182  0.01001404
  0.01838172]"
1048,Agent[03] appears to be trustworthy.,NOT SUSPECT,"[-0.05915519  0.0050646  -0.02125288 ... -0.02091604  0.01937621
  0.02038673]"
1049,Agent[04] appears to be trustworthy.,NOT SUSPECT,"[-0.05704314  0.01206744 -0.02546856 ... -0.03093184  0.02130682
  0.01624524]"
1050,I don't find Agent[00] suspicious at all.,NOT SUSPECT,"[-0.02300812 -0.01432975 -0.02831437 ... -0.03347681 -0.0158037
  0.02434547]"
1051,I don't find Agent[01] suspicious at all.,NOT SUSPECT,"[-0.02944359 -0.01370238 -0.02699699 ... -0.02748912 -0.02041647
  0.01865886]"
1052,I don't find Agent[02] suspicious at all.,NOT SUSPECT,"[-0.02325338 -0.01488716 -0.03726646 ... -0.02693008 -0.01614973
  0.02469631]"
1053,I don't find Agent[03] suspicious at all.,NOT SUSPECT,"[-0.02364092 -0.01283325 -0.02551388 ... -0.0224894  -0.00496334
  0.02593009]"
1054,I don't find Agent[04] suspicious at all.,NOT SUSPECT,"[-0.02118003 -0.00235774 -0.03121122 ... -0.02824463 -0.00542609
  0.01974503]"
1055,There's no reason to doubt Agent[00].,NOT SUSPECT,"[-0.02660296  0.00791202 -0.00903015 ... -0.02203759 -0.00018232
  0.02411135]"
1056,There's no reason to doubt Agent[01].,NOT SUSPECT,"[-0.03281553  0.01256148 -0.0072156  ... -0.01423278 -0.00803599
  0.02153615]"
1057,There's no reason to doubt Agent[02].,NOT SUSPECT,"[-0.02703185  0.00885657 -0.02757734 ... -0.01260678 -0.00221035
  0.02516811]"
1058,There's no reason to doubt Agent[03].,NOT SUSPECT,"[-0.02661205  0.00920891 -0.01818721 ... -0.0092704   0.00870926
  0.02475182]"
1059,There's no reason to doubt Agent[04].,NOT SUSPECT,"[-0.02178959  0.0213315  -0.02269049 ... -0.01630783  0.00720339
  0.0204306 ]"
1060,I have no suspicions about Agent[00].,NOT SUSPECT,"[-0.02671366 -0.01219506 -0.02448752 ... -0.02916241 -0.00310094
  0.02060569]"
1061,I have no suspicions about Agent[01].,NOT SUSPECT,"[-0.03197441 -0.01010473 -0.01899334 ... -0.02104298 -0.00643246
  0.0154543 ]"
1062,I have no suspicions about Agent[02].,NOT SUSPECT,"[-0.02900858 -0.0126661  -0.03772993 ... -0.02102518 -0.00488731
  0.01832827]"
1063,I have no suspicions about Agent[03].,NOT SUSPECT,"[-0.02878432 -0.01107764 -0.02458549 ... -0.01687636  0.00793864
  0.01679536]"
1064,I have no suspicions about Agent[04].,NOT SUSPECT,"[-0.02735222  0.00140051 -0.02860155 ... -0.02050752  0.00523985
  0.01400838]"
1065,I see no signs of deceit in Agent[00].,NOT SUSPECT,"[-0.01314234  0.03632066 -0.01520602 ... -0.01973886  0.00275519
 -0.0020148 ]"
1066,I see no signs of deceit in Agent[01].,NOT SUSPECT,"[-0.01467325  0.03718673 -0.01211539 ... -0.01062271 -0.00084054
 -0.00815905]"
1067,I see no signs of deceit in Agent[02].,NOT SUSPECT,"[-0.00729543  0.03397317 -0.02573244 ... -0.01151682  0.00416727
 -0.00285756]"
1068,I see no signs of deceit in Agent[03].,NOT SUSPECT,"[-0.00846905  0.03558889 -0.01721388 ... -0.00948505  0.01008739
 -0.00373016]"
1069,I see no signs of deceit in Agent[04].,NOT SUSPECT,"[-0.00512066  0.04084849 -0.02257032 ... -0.01260639  0.00970115
 -0.00659518]"
1070,Agent[00] can be trusted.,NOT SUSPECT,"[-0.0422198   0.01202754 -0.02073147 ... -0.03086685  0.02254136
  0.02096182]"
1071,Agent[01] can be trusted.,NOT SUSPECT,"[-0.03568338  0.00947592 -0.02107698 ... -0.01819059  0.01704873
  0.01780997]"
1072,Agent[02] can be trusted.,NOT SUSPECT,"[-0.02642661  0.01309505 -0.03131459 ... -0.01723406  0.01841663
  0.02201166]"
1073,Agent[03] can be trusted.,NOT SUSPECT,"[-0.03071558  0.0150292  -0.01898013 ... -0.01286205  0.02915085
  0.02394031]"
1074,Agent[04] can be trusted.,NOT SUSPECT,"[-0.02696616  0.02804481 -0.02254215 ... -0.02599695  0.03018647
  0.01836826]"
1075,What Agent[00] said is not suspicious.,NOT SUSPECT,"[-0.01832163  0.00381701 -0.02436926 ... -0.04206527  0.00385797
  0.04063529]"
1076,What Agent[01] said is not suspicious.,NOT SUSPECT,"[-0.02187696  0.00169168 -0.02468509 ... -0.03472673 -0.00053479
  0.03802003]"
1077,What Agent[02] said is not suspicious.,NOT SUSPECT,"[-0.01784365  0.00176036 -0.03083661 ... -0.03271337 -0.00062664
  0.04059576]"
1078,What Agent[03] said is not suspicious.,NOT SUSPECT,"[-0.01956712  0.00197349 -0.0214786  ... -0.03014591  0.00619042
  0.04035992]"
1079,What Agent[04] said is not suspicious.,NOT SUSPECT,"[-0.01826455  0.00832262 -0.02348716 ... -0.03547874  0.00628026
  0.03868816]"
1080,Agent[00] is really trustworthy.,NOT SUSPECT,"[-0.06014976 -0.00562696 -0.02566347 ... -0.02820727  0.00845252
  0.03419649]"
1081,Agent[01] is really trustworthy.,NOT SUSPECT,"[-0.05955016 -0.00426372 -0.0176696  ... -0.01855229  0.0036943
  0.0304371 ]"
1082,Agent[02] is really trustworthy.,NOT SUSPECT,"[-0.05305167 -0.00314936 -0.02704257 ... -0.01816409  0.00370328
  0.03357225]"
1083,Agent[03] is really trustworthy.,NOT SUSPECT,"[-5.52857406e-02  9.28144073e-06 -1.59447957e-02 ... -1.23092262e-02
  1.56627260e-02  3.65124084e-02]"
1084,Agent[04] is really trustworthy.,NOT SUSPECT,"[-0.05012704  0.00975911 -0.02061475 ... -0.02392     0.015931
  0.03162703]"
1085,Agent[00]'s opinion is not dubious.,NOT SUSPECT,"[-0.02985781  0.02405629 -0.01537069 ... -0.00344257  0.00420735
  0.02323941]"
1086,Agent[01]'s opinion is not dubious.,NOT SUSPECT,"[-0.02717421  0.02055151 -0.01882668 ...  0.00201366  0.0002451
  0.02175564]"
1087,Agent[02]'s opinion is not dubious.,NOT SUSPECT,"[-0.01984322  0.02248255 -0.02700481 ...  0.00446593 -0.00190104
  0.02700481]"
1088,Agent[03]'s opinion is not dubious.,NOT SUSPECT,"[-0.02141554  0.02536092 -0.01584466 ...  0.01163099  0.00551564
  0.03030054]"
